coralName,SFXTarget,SFXPublicName,OURTitle,OURLink
"JSTOR (UofA)",JSTOR_COMPLETE,"JSTOR Complete",JSTOR,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=JSTOR"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"JSTOR (UofA)",JSTOR_CURRENT_SCHOLARSHIP_PROGRAM_COMPLETE,"JSTOR Current Scholarship Program Complete",JSTOR,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=JSTOR"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"JSTOR (UofA)",JSTOR_ECOLOGY_AND_BOTANY_I,"JSTOR Ecology and Botany I",JSTOR,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=JSTOR"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"JSTOR (UofA)",JSTOR_HEALTH_AND_GENERAL_SCIENCES,"JSTOR Health & General Sciences",JSTOR,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=JSTOR"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"JSTOR (UofA)",JSTOR_IRELAND,"JSTOR Ireland",JSTOR,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=JSTOR"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"JSTOR (UofA)",JSTOR_JEWISH_STUDIES_COLLECTION,"JSTOR Jewish Studies Collection",JSTOR,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=JSTOR"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"JSTOR (UofA)",JSTOR_LANGUAGE_AND_LITERATURE_COLLECTION,"JSTOR Language & Literature Collection",JSTOR,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=JSTOR"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"JSTOR (UofA)",JSTOR_LIFE_SCIENCES_COLLECTION,"JSTOR Life Sciences Collection",JSTOR,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=JSTOR"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"JSTOR (UofA)",JSTOR_MATH_AND_STATS,"JSTOR Mathematics and Statistics",JSTOR,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=JSTOR"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"JSTOR (UofA)",JSTOR_MUSIC_COLLECTION,"JSTOR Music Collection",JSTOR,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=JSTOR"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"JSTOR (UofA)",JSTOR_NINETEENTH_CENTURY_BRITISH_PAMPHLETS,"JSTOR 19th Century British Pamphlets",JSTOR,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=JSTOR"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
Lexi-Comp,,,,
"Lexis-Nexis (Law School Program)",,,,
"Lexis-Nexis - The Lawyer's Weekly Digital Edition",,,,
"Library Journal",,,,
"Lingua E Stile",,,,
"Linguistics Data Consortium - John Newman donnation",,,,
"Literary Encyclopedia",,,,
"MarketResearch.com Academic",,,,
Marquis,,,,
"Media Awareness Network",,,,
"Medical Letter on Drugs and Theraputics",,,,
"Meltwater Media",,,,
"MSA (Marketing Science Institute)",,,,
"National Film Board of Canada CAMPUS",,,,
"National Film Board of Canada nfb.ca",,,,
Newsbank,,,,
"NewsBank / Readex - Readex Digital Collections",,,,
"NIST - Reuters Corpus",,,,
"NOW Publishers (ebooks)",,,,
"NOW Publishers (ejournals)",NOW_FNT_BUSINESS_AND_ECONOMICS,"FnT Business + Economics","NOW Publishers","<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=NOW_Publishers"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"NOW Publishers (ejournals)",NOW_FNT_TECHNOLOGY,"NOW FnT Technology","NOW Publishers","<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=NOW_Publishers"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Observatory on Boarderless Higher Education",,,,
"ODESI / Nesstar (Scholar's Portal)",,,,
"Opinion Archives (New Yorker)",,,,
OrthoEvidence,,,,
"Oxford University Press - Institutional Archive License",,,,
"Palgrave Connect",,,,
"Palgrave Connect (COPPUL)",PALGRAVE_CONNECT_EBOOKS_INTERNATIONAL_RELATIONS_AND_DEVELOPMENT_COLLECTION_2014,"Palgrave Connect eBooks International Relations and Development Collection 2014","Palgrave Connect (COPPUL)","<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=palgrave_coppul"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Palgrave Connect (COPPUL)",PALGRAVE_CONNECT_EBOOKS_INTERNATIONAL_RELATIONS_AND_DEVELOPMENT_COLLECTION_2015,"Palgrave Connect eBooks International Relations and Development Collection 2015","Palgrave Connect (COPPUL)","<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=palgrave_coppul"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Palgrave Connect (COPPUL)",PALGRAVE_CONNECT_EBOOKS_POLITICAL_SCIENCE_COLLECTION_2014,"Palgrave Connect eBooks Political Science Collection 2014","Palgrave Connect (COPPUL)","<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=palgrave_coppul"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"PEN (Practice-based Evidence in Nutrition)",,,,
"Phoenix Bioinformatics - TAIR",,,,
Platts,,,,
"PLOS (Public Library of Science)",PUBLIC_LIBRARY_OF_SCIENCE_PLOS_JOURNALS,"Public Library of Science (PLoS) Journals","Public Library of Science","<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Public_Library_of_Science"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
PrivCo,,,,
"PrivCo (CRL - Center for Research Libraries)",,,,
"Project Muse Institutional Purchase",PROJECT_MUSE_PREMIUM_COLLECTION,"Project Muse Premium Collection","Project Muse Ebooks","<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Project_Muse_Ebooks"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Proquest - Canada's Heritage, etc. (CRKN)",PROQUEST_GLOBE_AND_MAIL,"ProQuest Globe and Mail","Canada's Heritage Globe and Mail 1844+ [CRKN]","<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Canadas_Heritage_Globe_and_Mail_1844_plus"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Proquest - Canada's Heritage, etc. (CRKN)",PROQUEST_NEWSSTAND,"ProQuest Newsstand","Canada's Heritage Globe and Mail 1844+ [CRKN]","<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Canadas_Heritage_Globe_and_Mail_1844_plus"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Proquest - COPPUL",,,,
"Proquest - Periodicals Archive Online (CRKN)",,,"Periodicals Archive Online (Collections 1-6) [CRKN]","<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Periodicals_Archive_Online"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"ProQuest - UofA",PROQUEST_ARTS_AND_HUMANITIES_FULL_TEXT,"ProQuest Arts & Humanities Full Text","Proquest (UofA)","<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Proquest"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"ProQuest - UofA",CHADWYCK_EARLY_ENGLISH_BOOKS_ONLINE,"Early English Books Online (EEBO)","Proquest (UofA)","<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Proquest"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"ProQuest - UofA",CHADWYCK_GERRITSEN_COLLECTION,"Chadwyck Gerritsen Collection","Proquest (UofA)","<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Proquest"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"ProQuest - UofA",CHADWYCK_PRISMA,"Chadwyck Prisma","Proquest (UofA)","<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Proquest"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"ProQuest - UofA",PROQUEST_BRITISH_PERIODICALS_COLLECTION_1,"ProQuest British Periodicals Collection 1","Proquest (UofA)","<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Proquest"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"ProQuest - UofA",PROQUEST_BRITISH_PERIODICALS_COLLECTION_2,"ProQuest British Periodicals Collection 2","Proquest (UofA)","<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Proquest"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"ProQuest - UofA",PROQUEST_BRITISH_PERIODICALS_COLLECTION_3,"ProQuest British Periodicals Collection 3","Proquest (UofA)","<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Proquest"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"ProQuest - UofA",PROQUEST_DISSERTATIONS_AND_THESES,"ProQuest Dissertations & Theses","Proquest (UofA)","<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Proquest"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"ProQuest - UofA",PROQUEST_HISTORICAL_NEWSPAPERS,"ProQuest Historical Newspapers","Proquest (UofA)","<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Proquest"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"ProQuest - UofA",PROQUEST_INTERNATIONAL_INDEX_TO_MUSIC_PERIODICALS_FULL_TEXT,"ProQuest International Index to Music Periodicals Full Text","Proquest (UofA)","<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Proquest"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"ProQuest - UofA",PROQUEST_INTERNATIONAL_INDEX_TO_PERFORMING_ARTS_FULL_TEXT_NEW_PLATFORM,"ProQuest International Index to Performing Arts Full Text New Platform","Proquest (UofA)","<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Proquest"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
,PROQUEST_LITERATURE_ONLINE,"Proquest Literature Online",,
"ProQuest - UofA",PROQUEST_NEW_YORK_TIMES,"ProQuest New York Times","Proquest (UofA)","<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Proquest"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"ProQuest - UofA",PROQUEST_PAO_PERIODICALS_ARCHIVE_ONLINE,"ProQuest PAO Periodicals Archive Online","Proquest (UofA)","<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Proquest"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"ProQuest - UofA",PROQUEST_SAFARI_TECH_BOOKS_ONLINE,"ProQuest Safari Tech Books Online","Proquest (UofA)","<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Proquest"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"ProQuest - UofA",PROQUEST_TRENCH_JOURNALS_AND_UNIT_MAGAZINES_OF_THE_FIRST_WORLD_WAR,"ProQuest Trench Journals and Unit Magazines of the First World War","Proquest (UofA)","<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Proquest"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"ProQuest - UofA",PROQUEST_VOGUE_ARCHIVE,"ProQuest Vogue Archive","Proquest (UofA)","<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Proquest"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"ProQuest - UofA",PROQUEST_WOMENS_WEAR_DAILY_ARCHIVE,"Women's Wear Daily Archive","Proquest (UofA)","<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Proquest"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
PubMed,PUBMED_CENTRAL_JOURNALS_FREE,"PubMed Central","PubMed Central","<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=PubMed_Central"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
PubMed,PUBMED_CENTRAL_OPEN_ACCESS_FREE,"PubMed Central Open Access","PubMed Central","<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=PubMed_Central"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Roper Institute",,,,
"Royal Society",HIGHWIRE_PRESS_ROYAL_SOCIETY,"Royal Society","Royal Society","<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Royal_Society"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Royal Society",ROYAL_SOCIETY,"Royal Society","Royal Society","<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Royal_Society"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Royal Society of Chemistry Ebooks",ROYAL_SOCIETY_OF_CHEMISTRY_EBOOK_COLLECTION_2009,"Royal Society of Chemistry eBook Collection 2009","Royal Society of Chemistry Ebooks","<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Royal_Society_of_Chemistry_Ebooks"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Royal Society of Chemistry Ebooks",ROYAL_SOCIETY_OF_CHEMISTRY_EBOOK_COLLECTION_2010,"Royal Society of Chemistry eBook Collection 2010","Royal Society of Chemistry Ebooks","<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Royal_Society_of_Chemistry_Ebooks"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Royal Society of Chemistry Ebooks",ROYAL_SOCIETY_OF_CHEMISTRY_EBOOK_COLLECTION_2011,"Royal Society of Chemistry eBook Collection 2011","Royal Society of Chemistry Ebooks","<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Royal_Society_of_Chemistry_Ebooks"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Royal Society of Chemistry Ebooks",ROYAL_SOCIETY_OF_CHEMISTRY_EBOOK_COLLECTION_2012,"Royal Society of Chemistry eBook Collection 2012","Royal Society of Chemistry Ebooks","<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Royal_Society_of_Chemistry_Ebooks"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Royal Society of Chemistry Ebooks",ROYAL_SOCIETY_OF_CHEMISTRY_EBOOK_COLLECTION_2013,"Royal Society of Chemistry eBook Collection 2013","Royal Society of Chemistry Ebooks","<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Royal_Society_of_Chemistry_Ebooks"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Royal Society of Chemistry Ebooks",ROYAL_SOCIETY_OF_CHEMISTRY_EBOOK_COLLECTION_2014,"Royal Society of Chemistry eBook Collection 2014","Royal Society of Chemistry Ebooks","<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Royal_Society_of_Chemistry_Ebooks"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Royal Society of Chemistry Ebooks",ROYAL_SOCIETY_OF_CHEMISTRY_EBOOK_COLLECTION_2015,"Royal Society of Chemistry eBook Collection 2015","Royal Society of Chemistry Ebooks","<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Royal_Society_of_Chemistry_Ebooks"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Royal Society of Chemistry Ebooks",ROYAL_SOCIETY_OF_CHEMISTRY_EBOOK_COLLECTION_ARCHIVE,"Royal Society of Chemistry eBook Collection Archive","Royal Society of Chemistry Ebooks","<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Royal_Society_of_Chemistry_Ebooks"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
