coralName,SFXTarget,SFXPublicName,OURTitle,OURLink
"Springer E-Book",SPRINGER_LINK_BOOKS_LECTURE_NOTES_IN_PHYSICS_2013,"SpringerLink Books Lecture Notes in Physics 2013","Springer Ebooks","<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Springer_Ebooks"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Springer E-Book",SPRINGER_LINK_BOOKS_LECTURE_NOTES_IN_PHYSICS_2014,"SpringerLink Books Lecture Notes In Physics 2014","Springer Ebooks","<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Springer_Ebooks"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Springer E-Book",SPRINGER_LINK_BOOKS_MATHEMATICS_AND_STATISTICS_WITHOUT_LECTURE_NOTES_2005,"SpringerLink Books Mathematics And Statistics without Lecture Notes 2005","Springer Ebooks","<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Springer_Ebooks"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Springer E-Book",SPRINGER_LINK_BOOKS_MATHEMATICS_AND_STATISTICS_WITHOUT_LECTURE_NOTES_2006,"SpringerLink Books Mathematics And Statistics without Lecture Notes 2006","Springer Ebooks","<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Springer_Ebooks"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Springer E-Book",SPRINGER_LINK_BOOKS_MATHEMATICS_AND_STATISTICS_WITHOUT_LECTURE_NOTES_2007,"SpringerLink Books Mathematics And Statistics without Lecture Notes 2007","Springer Ebooks","<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Springer_Ebooks"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Springer E-Book",SPRINGER_LINK_BOOKS_MATHEMATICS_AND_STATISTICS_WITHOUT_LECTURE_NOTES_2008,"SpringerLink Books Mathematics And Statistics without Lecture Notes 2008","Springer Ebooks","<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Springer_Ebooks"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Springer E-Book",SPRINGER_LINK_BOOKS_MATHEMATICS_AND_STATISTICS_WITHOUT_LECTURE_NOTES_2009,"SpringerLink Books Mathematics And Statistics without Lecture Notes 2009","Springer Ebooks","<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Springer_Ebooks"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Springer E-Book",SPRINGER_LINK_BOOKS_MATHEMATICS_AND_STATISTICS_WITHOUT_LECTURE_NOTES_2010,"SpringerLink Books Mathematics And Statistics without Lecture Notes 2010","Springer Ebooks","<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Springer_Ebooks"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Springer E-Book",SPRINGER_LINK_BOOKS_MATHEMATICS_AND_STATISTICS_WITHOUT_LECTURE_NOTES_2011,"SpringerLink Books Mathematics And Statistics without Lecture Notes 2011","Springer Ebooks","<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Springer_Ebooks"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Springer E-Book",SPRINGER_LINK_BOOKS_MATHEMATICS_AND_STATISTICS_WITHOUT_LECTURE_NOTES_2012,"SpringerLink Books Mathematics And Statistics without Lecture Notes 2012","Springer Ebooks","<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Springer_Ebooks"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Springer E-Book",SPRINGER_LINK_BOOKS_MATHEMATICS_AND_STATISTICS_WITHOUT_LECTURE_NOTES_2013,"SpringerLink Books Mathematics And Statistics without Lecture Notes 2013","Springer Ebooks","<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Springer_Ebooks"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Springer E-Book",SPRINGER_LINK_BOOKS_MATHEMATICS_AND_STATISTICS_WITHOUT_LECTURE_NOTES_2014,"SpringerLink Books Mathematics and Statistics Without Lecture Notes 2014","Springer Ebooks","<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Springer_Ebooks"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Springer E-Book",SPRINGER_LINK_BOOKS_MATHEMATICS_AND_STATISTICS_WITHOUT_LECTURE_NOTES_2016,"Springer Link Books Mathematics and Statistics Without Lecture Notes 2016","Springer Ebooks","<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Springer_Ebooks"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Springer E-Book",SPRINGER_LINK_BOOKS_MEDICINE_2014,"SpringerLink Books Medicine 2014","Springer Ebooks","<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Springer_Ebooks"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Springer E-Book",SPRINGER_LINK_BOOKS_MEDICINE_2016,"Springer Link Books Medicine 2016","Springer Ebooks","<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Springer_Ebooks"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Springer E-Book",SPRINGER_LINK_BOOKS_PHYSICS_AND_ASTRONOMY_WITHOUT_LECTURE_NOTES_2005,"SpringerLink Books Physics And Astronomy without Lecture Notes 2005","Springer Ebooks","<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Springer_Ebooks"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Springer E-Book",SPRINGER_LINK_BOOKS_PHYSICS_AND_ASTRONOMY_WITHOUT_LECTURE_NOTES_2006,"SpringerLink Books Physics And Astronomy without Lecture Notes 2006","Springer Ebooks","<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Springer_Ebooks"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Springer E-Book",SPRINGER_LINK_BOOKS_PHYSICS_AND_ASTRONOMY_WITHOUT_LECTURE_NOTES_2007,"SpringerLink Books Physics And Astronomy without Lecture Notes 2007","Springer Ebooks","<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Springer_Ebooks"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Springer E-Book",SPRINGER_LINK_BOOKS_PHYSICS_AND_ASTRONOMY_WITHOUT_LECTURE_NOTES_2008,"SpringerLink Books Physics And Astronomy without Lecture Notes 2008","Springer Ebooks","<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Springer_Ebooks"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Springer E-Book",SPRINGER_LINK_BOOKS_PHYSICS_AND_ASTRONOMY_WITHOUT_LECTURE_NOTES_2009,"SpringerLink Books Physics And Astronomy without Lecture Notes 2009","Springer Ebooks","<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Springer_Ebooks"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Springer E-Book",SPRINGER_LINK_BOOKS_PHYSICS_AND_ASTRONOMY_WITHOUT_LECTURE_NOTES_2010,"SpringerLink Books Physics And Astronomy without Lecture Notes 2010","Springer Ebooks","<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Springer_Ebooks"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Springer E-Book",SPRINGER_LINK_BOOKS_PHYSICS_AND_ASTRONOMY_WITHOUT_LECTURE_NOTES_2011,"SpringerLink Books Physics And Astronomy without Lecture Notes 2011","Springer Ebooks","<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Springer_Ebooks"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Springer E-Book",SPRINGER_LINK_BOOKS_PHYSICS_AND_ASTRONOMY_WITHOUT_LECTURE_NOTES_2012,"SpringerLink Books Physics And Astronomy without Lecture Notes 2012","Springer Ebooks","<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Springer_Ebooks"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Springer E-Book",SPRINGER_LINK_BOOKS_PHYSICS_AND_ASTRONOMY_WITHOUT_LECTURE_NOTES_2013,"SpringerLink Books Physics And Astronomy without Lecture Notes 2013","Springer Ebooks","<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Springer_Ebooks"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Springer E-Book",SPRINGER_LINK_BOOKS_PHYSICS_AND_ASTRONOMY_WITHOUT_LECTURE_NOTES_2014,"SpringerLink Books Physics and Astronomy Without Lecture Notes 2014 ","Springer Ebooks","<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Springer_Ebooks"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Springer E-Book",SPRINGER_LINK_BOOKS_PHYSICS_AND_ASTRONOMY_WITHOUT_LECTURE_NOTES_2016,"Springer Link Books Physics and Astronomy Without Lecture Notes 2016","Springer Ebooks","<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Springer_Ebooks"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Springer E-Book",SPRINGER_LINK_BOOKS_PROFESSIONAL_AND_APPLIED_COMPUTING_2005,"SpringerLink Books Professional and Applied Computing 2005","Springer Ebooks","<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Springer_Ebooks"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Springer E-Book",SPRINGER_LINK_BOOKS_PROFESSIONAL_AND_APPLIED_COMPUTING_2006,"SpringerLink Books Professional and Applied Computing 2006","Springer Ebooks","<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Springer_Ebooks"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Springer E-Book",SPRINGER_LINK_BOOKS_PROFESSIONAL_AND_APPLIED_COMPUTING_2007,"SpringerLink Books Professional and Applied Computing 2007","Springer Ebooks","<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Springer_Ebooks"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Springer E-Book",SPRINGER_LINK_BOOKS_PROFESSIONAL_AND_APPLIED_COMPUTING_2008,"SpringerLink Books Professional and Applied Computing 2008","Springer Ebooks","<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Springer_Ebooks"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Springer E-Book",SPRINGER_LINK_BOOKS_PROFESSIONAL_AND_APPLIED_COMPUTING_2009,"SpringerLink Books Professional and Applied Computing 2009","Springer Ebooks","<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Springer_Ebooks"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Springer E-Book",SPRINGER_LINK_BOOKS_PROFESSIONAL_AND_APPLIED_COMPUTING_2010,"SpringerLink Books Professional and Applied Computing 2010","Springer Ebooks","<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Springer_Ebooks"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Springer E-Book",SPRINGER_LINK_BOOKS_PROFESSIONAL_AND_APPLIED_COMPUTING_2011,"SpringerLink Books Professional and Applied Computing 2011","Springer Ebooks","<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Springer_Ebooks"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Springer E-Book",SPRINGER_LINK_BOOKS_PROFESSIONAL_AND_APPLIED_COMPUTING_2012,"SpringerLink Books Professional and Applied Computing 2012","Springer Ebooks","<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Springer_Ebooks"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Springer E-Book",SPRINGER_LINK_BOOKS_PROFESSIONAL_AND_APPLIED_COMPUTING_2013,"SpringerLink Books Professional and Applied Computing 2013","Springer Ebooks","<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Springer_Ebooks"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Springer E-Book",SPRINGER_LINK_BOOKS_PROFESSIONAL_AND_APPLIED_COMPUTING_2014,"SpringerLink Books Professional And Applied Computing 2014","Springer Ebooks","<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Springer_Ebooks"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Springer E-Book",SPRINGER_LINK_BOOKS_SPRINGERPROTOCOLS,"SpringerLink Protocols","Springer Ebooks","<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Springer_Ebooks"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Springer E-Book",SPRINGER_LINK_BOOKS_SPRINGERPROTOCOLS_2014,"SpringerLink Protocols 2014","Springer Ebooks","<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Springer_Ebooks"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Springer E-Book",SPRINGER_LINK_BOOKS_SPRINGERPROTOCOLS_2016,"Springer Link Books Springerprotocols 2016","Springer Ebooks","<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Springer_Ebooks"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Springer E-Book",SPRINGER_LINK_LECTURE_NOTES_COMPUTER_SCI,"Springer Link Lecture Notes in Computer Science","Springer Ebooks","<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Springer_Ebooks"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Springer E-Book",SPRINGER_LINK_LECTURE_NOTES_IN_MATHEMATICS,"Springer Lecture Notes in Mathematics","Springer Ebooks","<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Springer_Ebooks"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Springer E-Book",SPRINGER_LINK_SERIES,"Springer Link Series","Springer Ebooks","<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Springer_Ebooks"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Standard & Poors Master Agreement (Compustat, etc. via WRDS)",,,,
"Swets (CRKN) - ALSP Journals",EQUINOX_PUBLISHING,"Equinox Publishing","Association of Learned and Professional Society Publishers (ALPSP) Learned Journals Collection [CRKN]","<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Association_of_Learned_and_Professional_Society_Publishers_Learned_Journals_Collection"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support ifr"
"TaxNet Pro",,,,
"Taylor & Francis - Routledge Encyclopedia of Philosophy (COPPUL)",,,,
"Therapeutic Research Center",,,,
"Thomson Reuters ISI (CRKN)",,,"Web of Science [CRKN] Science Citation Index Expanded, [etc.] [CRKN ] Web of Knowledge Zoological Record [CRKN] Web of Knowledge, Biosis Citation Index [CRKN] Web of Knowledge, Derwent Innovations Index [CRKN]","<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Web_of_Science"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Thomson Reuters ISI (UofA)",,,,
"Thomson Reuters ISI (UofA) - InCites",,,,
"Toronto Stock Exchange - TMX Datalinks",,,,
"Transportation Research Board - Highway Capacity Manual V. 4",,,,
"University of California Press",UNIVERSITY_OF_CALIFORNIA_PRESS_JOURNALS,"University of California Press Journals","University of California","<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=UniversityCalifornia"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"University of Chicago Press",UNIVERSITY_OF_CHICAGO_PRESS_JOURNALS,"University of Chicago Press Journals","University of Chicago","<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=chicago"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"University of Toronto Press (COPPUL)",TORONTO_UNIVERSITY_PRESS,"Toronto University Press",,
"Wageningen Academic",WAGENINGEN_ACADEMIC_PUBLISHERS,"Wageningen Academic Publishers",Wageningen,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Wageningen"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Wiley (UofA) and Appendices (UofA, COPPUL)",ANTHROSOURCE,AnthroSource,Wiley-Blackwell,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=WileyBlackwell"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Wiley (UofA) and Appendices (UofA, COPPUL)",WILEY_BLACKWELL_REFERENCE_ONLINE_CLASSICS,"Blackwell Reference Online Classics",Wiley-Blackwell,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=WileyBlackwell"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Wiley (UofA) and Appendices (UofA, COPPUL)",WILEY_BLACKWELL_REFERENCE_ONLINE_COMMUNICATIONS_MEDIA_STUDIES,"Blackwell Reference Online Communication and Media Studies",Wiley-Blackwell,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=WileyBlackwell"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Wiley (UofA) and Appendices (UofA, COPPUL)",WILEY_ONLINE_LIBRARY_ALLERGY_IMMUNOLOGY_RESPIRATORY_BACKFILE,"Wiley Online Library Allergy Immunology Respiratory Backfile",Wiley-Blackwell,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=WileyBlackwell"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Wiley (UofA) and Appendices (UofA, COPPUL)",WILEY_ONLINE_LIBRARY_ANALYT_SCIENCE_BACKFI,"Wiley Online Library Analytical Sciences Backfiles",Wiley-Blackwell,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=WileyBlackwell"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Wiley (UofA) and Appendices (UofA, COPPUL)",WILEY_ONLINE_LIBRARY_ANESTHESIA_INTENSIVE_CARE_BACKFILE,"Wiley Online Library Anesthesia Intensive Care Backfile",Wiley-Blackwell,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=WileyBlackwell"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Wiley (UofA) and Appendices (UofA, COPPUL)",WILEY_ONLINE_LIBRARY_ANTHROSOURCE,"Wiley Online Library Anthrosource",Wiley-Blackwell,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=WileyBlackwell"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Wiley (UofA) and Appendices (UofA, COPPUL)",WILEY_ONLINE_LIBRARY_AQUACULTURE_AND_FISH_SCIENCES_BACKFILES,"Wiley Online Library Aquaculture and Fish Sciences backfiles",Wiley-Blackwell,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=WileyBlackwell"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Wiley (UofA) and Appendices (UofA, COPPUL)",WILEY_ONLINE_LIBRARY_BACKFILE_COMPLETE,"Wiley Online Library Backfile Complete",Wiley-Blackwell,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=WileyBlackwell"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Wiley (UofA) and Appendices (UofA, COPPUL)",WILEY_ONLINE_LIBRARY_BACKFILES_FREE,"Wiley Online Library Free Backfiles",Wiley-Blackwell,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=WileyBlackwell"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Wiley (UofA) and Appendices (UofA, COPPUL)",WILEY_ONLINE_LIBRARY_BIO_BACKFILE,"Wiley  Online Library Biotechnology, Biochemistry, and Biophysics Backfiles",Wiley-Blackwell,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=WileyBlackwell"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Wiley (UofA) and Appendices (UofA, COPPUL)",WILEY_ONLINE_LIBRARY_BIOLOGY_BACKFILES,"Wiley Online Library Biology backfiles",Wiley-Blackwell,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=WileyBlackwell"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Wiley (UofA) and Appendices (UofA, COPPUL)",WILEY_ONLINE_LIBRARY_BUSINESS_MANAGEMENT_BACKFILE,"Wiley Online Library Business and Management Backfile",Wiley-Blackwell,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=WileyBlackwell"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Wiley (UofA) and Appendices (UofA, COPPUL)",WILEY_ONLINE_LIBRARY_CARDIOLOGY_BACKFILE,"Wiley Online Library Cardiology Backfile",Wiley-Blackwell,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=WileyBlackwell"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Wiley (UofA) and Appendices (UofA, COPPUL)",WILEY_ONLINE_LIBRARY_CELL_AND_DEV_BIO_BACK,"Wiley Online Library Cell and Developmental Biology Backfiles",Wiley-Blackwell,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=WileyBlackwell"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Wiley (UofA) and Appendices (UofA, COPPUL)",WILEY_ONLINE_LIBRARY_CHEM_SOC_BACKFILES,"Wiley Online Library Chemistry Societies Backfiles",Wiley-Blackwell,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=WileyBlackwell"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Wiley (UofA) and Appendices (UofA, COPPUL)",WILEY_ONLINE_LIBRARY_CHEMISTRY_BACKFILE,"Wiley Online Library Chemistry Backfile",Wiley-Blackwell,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=WileyBlackwell"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Wiley (UofA) and Appendices (UofA, COPPUL)",WILEY_ONLINE_LIBRARY_CIVIL_ENGINEERING_BACKFILE,"Wiley Online Library Civil Engineering Backfile",Wiley-Blackwell,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=WileyBlackwell"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Wiley (UofA) and Appendices (UofA, COPPUL)",WILEY_ONLINE_LIBRARY_COCHRANE_FREE,"Wiley Online Library Cochrane Free",Wiley-Blackwell,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=WileyBlackwell"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Wiley (UofA) and Appendices (UofA, COPPUL)",WILEY_ONLINE_LIBRARY_COLOR_RESEARCH_APPLICATION_BACKFILE,"Wiley Online Library Color Research and Application Backfile",Wiley-Blackwell,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=WileyBlackwell"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Wiley (UofA) and Appendices (UofA, COPPUL)",WILEY_ONLINE_LIBRARY_COMMUNICATIONS_TECHNOLOGY_BACKFILE,"Wiley Online Library Communications Technology, Electrical and Systems Engineering Backfile",Wiley-Blackwell,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=WileyBlackwell"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Wiley (UofA) and Appendices (UofA, COPPUL)",WILEY_ONLINE_LIBRARY_COMPUTER_SCIENCE_BACKFILE,"Wiley Online Library Computer Science Backfile",Wiley-Blackwell,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=WileyBlackwell"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
